language,question,document_title,document,document_answer_region
finnish,"['Milloin', 'Ancient', 'Domains', 'of', 'Mystery', 'on', 'julkaistu', '?']","['Ancient', 'Domains', 'of', 'Mystery']","['Ancient', 'Domains', 'of', 'Mystery', '(', 'lyhyesti', 'ADOM', 'tai', 'ADoM', ')', 'on', 'saksalaisen', 'Thomas', 'Biskupin', 'kehittämä', 'roguelike-lajityypin', 'tietokoneroolipeli', ',', 'josta', 'on', 'julkaistu', 'useita', 'versioita', 'eri', 'tietokoneille', 'ja', 'käyttöjärjestelmille', 'vuosina', '1994–2002', '.', 'Pelissä', 'ohjataan', 'seikkailijaa', ',', 'jonka', 'tehtävänä', 'on', 'pysäyttää', 'kaaoksen', 'voimien', 'leviäminen', 'Ancardian', 'fantasiamaailmaan', 'Drakalor', 'Chain', '-nimisestä', 'laaksosta', '.', 'Monen', 'muun', 'roguelike-pelin', 'tavoin', 'ADOMissa', 'käytetään', 'ASCII-merkistöä', 'peliympäristön', 'ja', 'käyttöliittymän', 'kuvaamiseen', '.']",-3
finnish,"['Mikä', 'oli', 'Jackie', 'Chanin', 'ensimmäinen', 'elokuva', '?']","['Jackie', 'Chan']","['Jackie', 'Chan', 'syntyi', '7', '.', 'huhtikuuta', '1954', 'Hongkongissa', 'nimellä', 'Chan', 'Kong-Sang', '(', ',', 'Jyutping', ':', 'Can4', 'Gong2-sang1', ')', '.', 'Hänen', 'vanhempansa', 'Charles', 'ja', 'Lily', 'olivat', 'töissä', 'Ranskan', 'suurlähetystössä', '.[2', ']', 'Jackien', 'vanhemmat', 'muuttivat', 'Australiaan', 'Jackien', 'ollessa', 'seitsenvuotias', 'ja', 'jättivät', 'Jackien', 'Hongkongiin', 'ooppera-akatemiaan', ',', 'missä', 'hän', 'alkoi', 'opetella', 'taistelulajeja', ',', 'näyttelemistä', ',', 'akrobatiaa', 'ja', 'laulamista', '.[3', ']', 'Koulussa', 'oli', 'kova', 'kuri', ',', 'ja', 'Chan', 'on', 'kertonut', 'tulleensa', 'päivittäin', 'kuritetuksi', '.[2', ']', 'Chan', 'esiintyi', 'kahdeksanvuotiaana', 'ensimmäisessä', 'elokuvassaan', 'Big', 'and', 'Liggle', 'Wong', 'Tin', 'Bar', '(', '1962', ')', '.', 'Hän', 'valmistui', 'koulusta', 'vuonna', '1971', 'ja', 'meni', 'töihin', 'akrobaatiksi', 'ja', 'elokuvien', 'stuntmieheksi', '.[4', ']']",-3
finnish,"['Minä', 'vuonna', 'Pori', 'on', 'perustettu', '?']",['Pori'],"['Porin', 'kaupunki', 'perustettiin', 'vuonna', '1558', '[7', ']', 'silloisen', 'Ulvilan', 'kaupungin', 'pohjoispuolelle', ',', 'kun', 'Ulvilan', 'satama', 'oli', 'maankohoamisen', 'vuoksi', 'muuttunut', 'kulkukelvottomaksi', 'isoille', 'laivoille', '.', 'Pori', 'perustettiin', 'silloiselle', 'rannikolle', ',', 'mutta', 'maankohoamisen', 'vuoksi', 'Selkämeren', 'rantaviiva', 'on', 'loitonnut', 'noin', 'kymmenen', 'kilometrin', 'päähän', 'kaupungin', 'keskustasta', '.', 'Meren', 'äärellä', 'sijaitsevat', 'kaupunginosat', '(', 'Meri-Pori', ')', 'ovat', '20–30', 'kilometrin', 'päässä', 'kaupungin', 'keskustasta', '.', 'Pori', 'on', 'edelleen', 'Suomen', 'mittakaavassa', 'merkittävä', 'satamakaupunki', ';', 'Satamat', 'sijaitsevat', 'nykyään', 'Mäntyluodossa', 'ja', 'Tahkoluodossa', '.', 'Lisäksi', 'Porissa', 'on', 'lentoasema', 'ja', 'rautatieasema', '.', 'Maantieyhteyksistä', 'tärkeimmät', 'ovat', 'valtatiet', '2', ',', '8', ',', '11', 'ja', '23', '.', 'Kun', 'Noormarkku', 'ja', 'Lavia', 'liitettiin', 'Poriin', '[8', ']', ',', 'kaupungin', 'alue', 'laajeni', 'kymmeniä', 'kilometrejä', 'sisämaahan', 'päin', '.']",-3
finnish,"['Mistä', 'Saksa', 'sain', 'nimityksen', 'Weimarin', 'tasavalta', '?']","['Weimarin', 'tasavalta']","['\n\n', 'Weimarin', 'tasavalta', '(', ')', 'on', 'historiantutkimuksessa', 'käytetty', 'nimitys', 'Saksasta', 'vuosien', '1919', 'ja', '1933', 'välisenä', 'aikana', ',', 'jolloin', 'maa', 'oli', 'tasavalta', '.', 'Virallisesti', 'valtion', 'nimi', 'oli', 'silloinkin', 'Saksan', 'valtakunta', '(', 'Deutsches', 'Reich', ')', '.', 'Aikakauden', 'katsotaan', 'alkaneen', ',', 'kun', 'Weimarin', 'kaupungissa', 'säädetty', 'Saksan', 'uusi', 'perustuslaki', '11', '.', 'elokuuta', '1919', 'astui', 'voimaan', 'Saksan', 'kärsittyä', 'tappion', 'ensimmäisessä', 'maailmansodassa', '.', 'Weimarin', 'tasavallan', 'aika', 'päättyi', 'Adolf', 'Hitlerin', 'ja', 'kansallissosialistien', 'noustua', 'valtaan', 'ja', 'lakkautettua', 'maassa', 'vallinneen', 'demokratian', '.']",-3
finnish,"['Minä', 'vuonna', 'Adolfo', 'González', 'on', 'syntynyt', '?']","['Adolfo', 'Suárez']","['\n', 'Don', 'Adolfo', 'Suárez', 'González', ',', 'Suarezin', 'herttua', ',', 'Espanjan', 'grande', '(', '25', '.', 'syyskuuta', '1932', '–', '23', '.', 'maaliskuuta', '2014', '[1', ']', ')', 'oli', 'espanjalainen', 'lakimies', 'ja', 'poliitikko', '.', 'Hän', 'toimi', 'vuosina', '1976–1981', 'Espanjan', 'pääministerinä', '.', 'Kesäkuussa', '1977', 'hänen', 'johtamansa', 'Demokraattisen', 'keskustan', 'unioni', 'voitti', 'maan', 'ensimmäiset', 'parlamenttivaalit', 'ja', 'hänestä', 'tuli', 'ensimmäinen', 'demokraattisesti', 'valittu', 'pääministeri', 'caudillo', 'Francisco', 'Francon', 'kuoleman', 'jälkeen', '.']",-3
finnish,"['Missä', 'Yhdysvaltojen', 'osavaltiossa', 'asuu', 'nykyään', 'suurin', 'ryhmä', 'mustia', 'seminoleja', '?']",['Seminolit'],"['\n', 'Seminolit', 'ovat', 'intiaanikansa', ',', 'joka', 'asuu', 'Yhdysvalloissa', 'Oklahoman', 'ja', 'Floridan', 'osavaltioissa', '.', 'Seminolien', 'heimo', 'muodostui', 'Floridaan', 'muuttaneista', 'creek-intiaaneista', 'ja', 'isänniltään', 'paenneista', 'orjista', ',', 'joita', 'kutsuttiin', 'mustiksi', 'seminoleiksi', '.', 'Seminolit', 'olivat', 'hyvissä', 'väleissä', 'alueen', 'silloisten', 'omistajien', 'Ison-Britannian', 'ja', 'Espanjan', 'kanssa', '(', 'noin', '1767–1821', ')', '.', 'Sensijaan', 'Espanjan', 'luovutettua', 'Floridan', 'Yhdysvalloille', 'virallisesti', '1821', 'olivat', 'seminolien', 'välit', 'amerikkalaisiin', 'huonot', ',', 'mikä', 'johti', 'kolmeen', 'seminolisotaan', '(', '1817–1818', ',', '1835–1842', 'ja', '1855–1858', ')', '.', 'Sotien', 'seurauksena', '3000', 'seminolia', 'siirrettiin', 'Oklahomaan', ',', 'vain', 'muutaman', 'sadan', 'jäädessä', 'Floridaan', '.', 'Floridaan', 'jääneet', 'asuivat', 'eristyksissä', 'muusta', 'maailmasta', '1860-luvulta', '1930-luvulle', 'asti', '.', 'Seminolit', 'olivat', 'yksi', 'viidestä', 'sivistyneestä', 'heimosta', '.']",-3
finnish,"['Milloin', 'VR', 'on', 'perustettu', '?']",['VR-Yhtymä'],"['Yhtymän', 'tunnuskirjaimet', 'VR', 'on', 'johdettu', 'sanasta', 'Valtionrautatiet', ',', 'joka', 'toimi', 'vuosina', '1862–1995', '.']",-3
finnish,"['Mikä', 'on', 'Hondurasin', 'pinta-ala', '?']",['Honduras'],"['Pohjoisessa', 'Honduras', 'rajoittuu', 'Karibianmereen', 'ja', 'etelässä', 'Fonsecanlahteen', 'Tyynellä', 'valtamerellä', '.', 'Hondurasin', 'naapurimaat', 'ovat', 'Guatemala', ',', 'El', 'Salvador', 'ja', 'Nicaragua', '.', 'Valtion', 'pinta-ala', 'on', '112090', 'neliökilometriä', '.[4', ']']",-3
finnish,"['Minä', 'vuonna', 'äärioikeistolainen', 'Lapuan', 'liike', 'on', 'perustettu', '?']","['Lapuan', 'liike']","['\n', 'Lapuan', 'liike', '(', 'joskus', 'lapuanliike', ')', 'oli', 'vuosina', '1929–1932', 'vaikuttanut', 'suomalainen', 'oikeistoradikaali', '[1', ']', 'kommunisminvastainen', 'kansanliike', '.', 'Alkuvaiheessaan', 'liike', 'oli', 'luonteeltaan', 'yleisporvarillinen', ',', 'mutta', 'saavutettuaan', 'ensisijaisen', 'tavoitteensa', ',', 'kommunistisen', 'toiminnan', 'kieltämisen', ',', 'liike', 'radikalisoitui', 'ja', 'menetti', 'maalaisliiton', 'ja', 'maltillisen', 'oikeiston', 'tuen', '.', 'Lapuan', 'liike', 'lakkasi', 'epäonnistuneen', 'Mäntsälän', 'kapinan', '(', '27', '.', 'helmikuuta', '–', '6', '.', 'maaliskuuta', '1932', ')', 'jälkeen', ',', 'kun', 'se', 'oli', 'epäonnistunut', 'laillisen', 'hallituksen', 'kaatamisessa', '.', 'Liikkeen', 'poliittista', 'ohjelmaa', 'jatkoi', 'Isänmaallinen', 'kansanliike', '(', 'IKL', ')', 'vuosina', '1932–1944', '.']",-3
finnish,"['Minkä', 'alojen', 'tutkijat', 'tutkivat', 'videopelien', 'vaikutuksia', '?']","['Pelitutkimuksen', 'osa-alueet']","['\n', 'Pelitutkimus', 'on', 'peleihin', 'kohdistuvaa', 'tieteellistä', 'tutkimusta', ',', 'joka', 'koostuu', 'useasta', 'erilaisesta', 'osa-alueesta', '.', 'Pelitutkimukseen', 'ovat', 'sen', 'kehittymisen', 'aikana', 'vaikuttaneet', 'monet', 'eri', 'tieteenalat', 'kuten', 'historia', ',', 'psykologia', ',', 'sosiologia', ',', 'kirjallisuustiede', 'ja', 'tietojenkäsittelytieteet', '.[1', ']', 'Pelien', 'ja', 'pelaamisen', 'jatkuva', 'muutos', 'heijastuu', 'pelitutkimukseen', 'ja', 'tekee', 'pelitutkimuksesta', 'nopeasti', 'muuttuvan', 'tutkimusalan', '.[2', ']', 'Koko', 'pelitutkimuksen', 'kenttä', 'hakee', 'vielä', 'kansainväliselläkin', 'tasolla', 'muotoaan', '.[3', ']', 'Seuraavassa', 'jaossa', 'jotkin', 'osa-alueet', 'kulkevat', 'rinnakkain', 'ja', 'osa', 'risteää', 'keskenään', '.']",-3
finnish,"['Mihin', 'Merzifonlu', 'Kara', 'Mustafa', 'pašša', 'kuoli', '?']","['Merzifonlu', 'Kara', 'Mustafa', 'pašša']","['\n\n\n\n', 'Merzifonlu', 'Kara', 'Mustafa', 'pašša', '[1', ']', '(', ')', '(', '1634/1635', 'Merzifon', '–', '25', '.', 'joulukuuta', '1683', 'Belgrad', ')', 'oli', 'Osmanien', 'valtakunnan', 'sotilasjohtaja', 'sekä', 'suurvisiiri', 'vuosina', '1676–1683', '.', 'Suurvisiirikautenaan', 'Kara', 'Mustafa', 'pašša', 'pyrki', 'laajentamaan', 'Osmanien', 'valtakunnan', 'alueita', 'syvemmälle', 'Keski-', 'ja', 'Itä-Eurooppaan', '.', 'Hänet', 'teloitettiin', 'pian', 'tappioon', 'päättyneen', 'Wienin', 'taistelun', 'jälkeen', '1683', '.', 'Hänet', 'tunnetaan', 'erityisesti', 'Suuren', 'Turkin', 'sodan', 'käynnistäjänä', 'ja', 'häviäjänä', ',', 'ja', 'varsinkin', 'vanhemmassa', 'länsimaisessa', 'historiankirjoituksessa', 'häntä', 'kohtaan', 'on', 'oltu', 'hyvin', 'kriittisiä', '.', 'Suurvisiirinä', 'hän', 'oli', 'konservatiivinen', ',', 'mutta', 'onnistui', 'muun', 'muassa', 'aloittamaan', 'osmanien', 'laivaston', 'ajanmukaistamisen', '.']",-3
finnish,"['Milloin', 'Mökkivaaran', 'kaivos', 'perustettiin', '?']","['Outokummun', 'kaivos']","['Mökkivaaran', 'kuilu', '(', '383', 'm', ')', 'valmistui', '1939', 'ja', 'siinä', 'oli', 'henkilö-', 'ja', 'tavaraliikennehissi', '.', 'Nostokone', 'oli', 'rumpukone', ',', 'jonka', 'halkaisija', 'oli', '3,16', 'metriä', ',', 'nopeus', '5', 'm/s', 'ja', 'vastapainona', 'oli', 'kappa', '5,5tn', 'sekä', 'hissi', '4,5tn', '.', 'Kappaa', 'käytettiin', 'sivukiven', 'nostoon', '.', 'Loppuvaiheissa', 'kuilu', 'toimi', 'ilmanvaihtokuiluna', 'ja', 'Mökkivaara', 'oli', 'keskusbetoniasemana', 'kaivokselle', '.']",-3
finnish,"['Mitä', 'riisipeippo', 'syö', '?']",['Riisipeippo'],"['Jaavan', 'ja', 'Balin', 'riisipeippojen', 'pääravintoa', 'on', 'riisi', ',', 'mutta', 'se', 'syö', 'myös', 'erilaisia', 'siemeniä', ',', 'kukkakasveja', ',', 'pieniä', 'hedelmiä', 'ja', 'satunnaisesti', 'hyönteisiä', '.[4][3', ']', 'Huhti-lokakuussa', ',', 'jolloin', 'riisipellot', 'ovat', 'veden', 'vallassa', ',', 'riisipeipot', 'asettuvat', 'pareittain', 'tai', 'pieninä', 'parvina', 'puutarhoihin', 'tai', 'kylien', 'lähellä', 'oleviin', 'tiheikköihin', '.', 'Tähän', 'aikaan', 'ne', 'syövät', 'siemeniä', ',', 'pieniä', 'hedelmiä', 'ja', 'luultavasti', 'myös', 'hyönteisiä', 'ja', 'matoja', '.', 'Heti', 'kun', 'riisintähkät', 'ovat', 'kypsyneet', ',', 'riisipeippoparvet', 'palaavat', 'pelloille', '.', 'Paikalliset', 'asukkaat', 'yrittävät', 'karkottaa', 'lintuja', 'riisivainioilta', 'kaikin', 'mahdollisin', 'keinoin', ',', 'kuten', 'naruista', 'riippuvin', 'linnunpelätein', ',', 'joita', 'vartiovuorossa', 'oleva', 'henkilö', 'ryhtyy', 'heiluttelemaan', 'heti', 'kun', 'havaitsee', 'lähestyvän', 'riisipeippoparven', '.', 'Sadonkorjuun', 'jälkeen', 'riisipeipot', 'viipyvät', 'pelloilla', 'vielä', 'marraskuun', 'loppuun', 'saakka', 'syömässä', 'keräämättä', 'jääneitä', 'tähkiä', 'ja', 'sänkipellolla', 'kasvavien', 'rikkakasvien', 'siemeniä', '.[4', ']']",-3
finnish,"['Kuinka', 'kuu', 'syntyi', '?']","['Kuun', 'synty']","['Kuun', 'synty', 'tapahtui', 'nykynäkemyksen', 'mukaan', 'luultavimmin', 'siten', ',', 'että', 'Marsin', 'kokoinen', 'planeetta', ',', 'Theia', ',', 'törmäsi', 'alku-Maahan', ',', 'Törmäyksen', 'tuloksena', 'alku-Maan', 'kiertoradalle', 'lensi', 'ainetta', ',', 'josta', 'syntyi', 'aikaa', 'myöten', 'kasautumalla', 'Kuu', '.', 'Kuun', 'tarkkaa', 'syntyperää', 'ei', 'silti', 'vieläkään', 'osata', 'varmasti', 'sanoa', '.', 'Aiemmin', 'Kuun', 'oletettiin', 'syntyneen', 'erikseen', 'ja', 'Maan', 'siepanneen', 'Kuun', ',', 'jonkin', 'prosessin', 'tuottaneen', 'alusta', 'asti', 'Maan', 'ja', 'Kuun', 'toisiaan', 'kiertämään', 'tai', 'Maan', 'jakautuneen', 'itsestään', 'kahtia', '.']",-3
finnish,"['Milloin', 'Ginger', 'Rogers', 'kuoli', '?']","['Ginger', 'Rogers']","['Ginger', 'Rogers', 'kuoli', '83-vuotiaana', 'rauhallisesti', 'omassa', 'sängyssään', 'sydämen', 'vajaatoiminnasta', 'seuranneeseen', 'infarktiin', 'aamulla', '25.huhtikuuta', '1995', 'Rancho', 'Miragen', 'kodissaan', '.[1][8][5', ']', 'Rogersin', 'pitkäaikainen', 'sihteeri', 'Roberta', 'Olden', 'oli', 'hänen', 'vierellään', 'kuolinhetkellä', '.[12', ']', 'Olden', 'asui', 'Rogersin', 'luona', ',', 'ja', 'oli', 'ollut', 'hänen', 'sihteerinään', '.[12', ']', 'Rogers', 'tuhkattiin', ',', 'ja', 'hänen', 'tuhkansa', 'haudattiin', 'Los', 'Angelesin', 'Chatsworthissa', 'sijaitsevalle', 'Oakwood', 'Memorial', 'Parkin', 'hautausmaalle', '.[6', ']', 'Uurna', 'haudattiin', 'hänen', 'äitinsä', 'tuhkien', 'viereen', '.[8][10', ']']",-3
finnish,"['Milloin', 'Persona', '3', 'on', 'julkaistu', '?']","['Persona', '3', 'The', 'Movie']","['Persona', '3', 'The', 'Movie', '(', ')', 'on', 'japanilainen', 'AIC', 'ASTA:n', 'toteuttama', 'neljäosainen', 'anime-elokuvien', 'sarja', ',', 'joka', 'perustuu', 'japanilaiseen', 'PlayStation', '2', '-konsolipeliin', 'Shin', 'Megami', 'Tensei', ':', 'Persona', '3', '.[1', ']', 'Elokuvaprojekti', 'julkistettiin', 'heinäkuussa', '2012', ',', 'kun', 'Persona', '4', ':', 'The', 'Animation', '–', 'The', 'Factor', 'of', 'Hope', ',', 'elokuvaksi', 'tiivistetty', 'versio', 'animesarjasta', 'Persona', '4', ':', 'The', 'Animation', 'julkaistiin', 'elokuvateattereihin', '.[2', ']', 'Ensimmäinen', 'elokuva', 'Spring', 'of', 'Birth', 'sai', 'ensi-iltansa', '23', '.', 'marraskuuta', '2013', ',', 'toinen', 'elokuva', 'Midsummer', 'Knight', '’', 's', 'Dream', '7', '.', 'kesäkuuta', '2014', ',', 'kolmas', 'elokuva', 'Falling', 'Down', '4', '.', 'huhtikuuta', '2015', ',', 'ja', 'viimeinen', 'elokuva', 'Winter', 'of', 'Rebirth', '23', '.', 'tammikuuta', '2016', '.', 'Useimmat', 'alkuperäisen', 'konsolipelin', 'ääninäyttelijöistä', 'palasivat', 'tuttuihin', 'rooleihinsa', '.']",-3
finnish,"['Mihin', 'langaton', 'laajakaista', 'perustuu', '?']","['Laajakaista', '(', 'Internet-yhteys', ')']","['Mobiili-', 'eli', 'langaton', 'laajakaista', 'perustuu', 'tiedonsiirtoon', 'ilmassa', 'ja', 'väliaineissa', 'kulkevan', 'mikroaaltosäteilyn', 'avulla', '.', 'Liikkuvan', 'laajakaistan', 'esiinmarssi', 'alkoi', 'suurinäyttöisten', 'kosketusälypuhelinten', 'tullessa', 'markkinoille', 'vuonna', '2007', ',', 'jolloin', 'DNA', 'toi', 'mobiililaajakaistan', 'Suomen', 'markkinoille', '[2', ']', '.']",-3
finnish,"['Mistä', 'nimitys', 'saippuasarja', '(', 'tai', '-ooppera', ')', 'tulee', '?']",['Saippuasarja'],"['Saippuasarjat', 'alkoivat', '1930-luvulla', 'Yhdysvalloissa', 'radiossa', '.', 'Televisiossa', 'niitä', 'alettiin', 'esittää', '1940-luvun', 'loppupuolella', '.', 'Yhdysvalloissa', 'niitä', 'esitetään', 'yleensä', 'päiväsaikaan', ',', 'mistä', 'johtuu', 'niistä', 'toisinaan', 'käytettävä', 'nimitys', '”', 'daytime', 'serial', '”', '(', '”', 'päiväajan', 'sarja', '”', ')', '.', 'Nimitys', 'saippuasarja', '(', 'tai', '-ooppera', ')', 'tulee', 'siitä', ',', 'että', 'varhaisten', 'radiosarjojen', 'sponsoreina', 'oli', 'hyvin', 'paljon', 'pesuainevalmistajia', ',', 'koska', 'ne', 'oli', 'suunnattu', 'lähes', 'yksinomaan', 'naisille', ',', 'erityisesti', 'kotirouville', '.[1', ']']",-3
finnish,"['Kuka', 'oli', 'Francine', '""', 'Fran', '""', 'Joy', 'Drescherin', 'ensimmäinen', 'puoliso', '?']","['Fran', 'Drescher']","['Vuonna', '1973', 'Drescher', 'tuli', 'toiseksi', '""', 'Miss', 'New', 'York', 'Teenager', '""', '-kilpailussa', ',', 'jonka', 'hän', 'paljasti', 'ensimmäisessä', 'omaelämäkerrassaan', 'Enter', 'Whining', 'vuonna', '1996', '.[1', ']', 'Fran', 'kävi', 'Hillcrest', 'High', 'Schoolia', 'Queensin', 'Jamaicassa', ',', 'missä', 'hän', 'tapasi', 'tulevan', 'aviomiehensä', 'Peter', 'Marc', 'Jacobsonin', '.[1', ']', 'Drescher', 'valmistui', 'Hillcrest', 'High', 'Schoolista', 'vuonna', '1975', '.', 'Hillcrestissä', 'yksi', 'Franin', 'luokkatovereista', 'oli', 'koomikko', 'Ray', 'Romano', '.', 'Drescher', 'ja', 'Jacobson', 'menivät', 'vihille', '4', '.', 'marraskuuta', 'vuonna', '1978', 'heidän', 'ollessaan', '21-vuotiaita', '.[2][1', ']', 'High', 'schoolin', 'jälkeen', 'Fran', 'kävi', 'Queens', 'Collegea', 'Flushingissa', '.']",-3
finnish,"['Milloin', 'Biggie', 'Smalls', 'kuoli', '?']","['The', 'Notorious', 'B.I.G.']","['\n', 'Christopher', 'George', 'Latore', 'Wallace', '(', '21', '.', 'toukokuuta', '1972', '–', '9', '.', 'maaliskuuta', '1997)', '[1', ']', ',', 'tunnetaan', 'myös', 'nimillä', 'Biggie', 'Smalls', ',', 'Frank', 'White', 'sekä', 'parhaiten', 'The', 'Notorious', 'B.I.G.', '(', 'B</b', '>', 'usiness', 'I</b', '>', 'nstead', 'of', 'G</b', '>', 'ame', 'ja', 'kuolemansa', 'jälkeen', 'B</b', '>', 'ooks', 'I</b', '>', 'nstead', 'of', 'G</b', '>', 'uns', ')', ',', 'oli', 'amerikkalainen', 'hip-hop', '-artisti', '.', 'Hän', 'oli', 'yksi', 'merkittävimmistä', 'räppäreistä', 'New', 'Yorkissa', '1990-luvulla', 'aikana', ',', 'jolloin', 'silloista', '""', 'skeneä', '""', 'dominoivat', 'Kalifornian', 'osavaltion', 'suuret', 'nimet', 'kuten', 'Ice', 'Cube', ',', 'Tupac', 'Shakur', ',', 'Dr', '.', 'Dre', ',', 'Snoop', 'Dogg', 'ja', 'Eazy-E.']",-3
finnish,"['Kuka', 'hallitsi', 'Ludvig', 'XIV', 'ennen', '?']","['Ludvig', 'XIV']","['Isänsä', 'Ludvig', 'XIII:n', 'kuoltua', 'Ludvig', 'XIV', 'peri', 'valtaistuimen', '.', 'Hän', 'oli', 'tällöin', 'vasta', 'nelivuotias', ',', 'joten', 'hänen', 'äitinsä', 'Anna', 'Itävaltalainen', 'toimi', 'sijaishallitsijana', ',', 'mutta', 'luovutti', 'vallankäytön', 'kardinaali', 'Mazarinille', '.', 'Ranskan', 'ylhäisaatelisto', 'oli', 'vallansiirtoon', 'tyytymätön', ',', 'koska', 'se', 'ei', 'voinut', 'hyväksyä', 'vallan', 'siirtymistä', 'kardinaali', 'Richelieun', 'uskolliselle', 'apulaiselle', '.']",-3
finnish,"['Milloin', 'Zarïna', 'Dïas', 'on', 'syntynyt', '?']","['Zarïna', 'Dïas']","['\n\n', 'Zarïna', 'Dïas', '(', ',', 's.', '18', '.', 'lokakuuta', '1993', 'Almaty', ')', 'on', 'kazakstanilainen', 'tennispelaaja', '.', 'Parhaimmillaan', 'hän', 'on', 'ollut', 'kaksinpelissä', 'WTA-listan', 'sijalla', '31', 'tammikuussa', '2015', '.', 'Hän', 'on', 'voittanut', 'urallaan', 'yhden', 'WTA-turnauksen', 'ja', 'seitsemän', 'ITF-turnausta', 'kaksinpelissä', '.', 'Grand', 'Slam', '-turnauksissa', 'Dïasin', 'paras', 'saavutus', 'kaksinpelissä', 'on', 'neljännelle', 'kierrokselle', 'pääsy', 'Wimbledonissa', '2014', 'ja', '2015', 'sekä', 'nelinpelissä', 'puolivälieräpaikka', 'Yhdysvaltain', 'avoimissa', '2014', '.[1', ']']",-3
finnish,"['Minkä', 'maalainen', 'Lenin', 'oli', '?']","['Vladimir', 'Lenin']","['\n', 'Vladimir', 'Iljitš', 'Lenin', '(;', 'yleensä', 'V.', 'I.', 'Lenin', ')', ',', 'alkuperäiseltä', 'nimeltään', 'Vladimir', 'Iljitš', 'Uljanov', ',', '(', ')', '(', '22', '.', 'huhtikuuta', '(', 'J', ':', '10', '.', 'huhtikuuta', ')', '1870', 'Simbirsk', '–', '21', '.', 'tammikuuta', '1924', 'Gorki', ')', 'oli', 'venäläinen', 'vallankumouksellinen', ',', 'bolševikkipuolueen', 'johtaja', 'ja', 'leninistisen', 'ideologian', 'perustaja', '.']",-3
finnish,"['Missä', 'Virrat', 'sijaitsee', '?']",['Virrat'],"['\n', 'Virrat', '(', ')', 'on', 'Suomen', 'kaupunki', ',', 'joka', 'sijaitsee', 'Pirkanmaan', 'maakunnassa', '.', 'Kunta', 'perustettiin', 'vuoden', '1868', 'alussa', ',', 'perustamispäätös', 'tehtiin', 'vuonna', '1867', '.', 'Virrat', 'muuttui', 'maalaiskunnasta', 'kauppalaksi', '1', '.', 'tammikuuta', '1974', ',', 'ja', 'kauppalasta', 'kaupungiksi', '1', '.', 'tammikuuta', '1977', '.', 'Virrat', 'kuului', 'aiemmin', 'Vaasan', 'lääniin', ',', 'josta', 'se', 'siirrettiin', 'Hämeen', 'lääniin', 'vuoden', '1969', 'alussa', '.', 'Virroilla', 'asuu', ' ', 'ihmistä', ',[1', ']', 'ja', 'sen', 'pinta-ala', 'on', 'km2', ',', 'josta', 'km2', 'on', 'vesistöjä', '.[2', ']', 'Väestötiheys', 'on', 'Expression', 'error', ':', 'Unrecognized', 'punctuation', 'character', '""', '[', '""', '.', 'asukasta', '/', 'km2', '.']",-3
finnish,"['Milloin', 'Alan', 'Turing', 'kuoli', '?']","['Alan', 'Turing']","['\n', 'Alan', 'Mathison', 'Turing', '[', 'ˈt', '(', 'j', ')', 'ʊ', '(', 'ə', ')', 'rɪŋ', ']', ',', 'OBE', ',', 'FRS', '(', '23', '.', 'kesäkuuta', '1912', 'Lontoo', '–', '7', '.', 'kesäkuuta', '1954', 'Wilmslow', ')', 'oli', 'brittiläinen', 'matemaatikko', 'ja', 'logiikan', 'tutkija', ',', 'joka', 'vuonna', '1936', 'julkaisi', 'formalisoimansa', 'algoritmin', 'ja', 'tietojenkäsittelytieteessä', 'käytetyn', 'Turingin', 'kone', '-käsitteen', '.[1', ']', 'Häntä', 'pidetään', 'yhtenä', 'modernin', 'tietojenkäsittelyn', 'merkittävimmistä', 'uranuurtajista', '.', 'Toisen', 'maailmansodan', 'aikana', 'hän', 'johti', 'Saksan', 'laivaston', 'Enigma-salakirjoituskoneen', 'purkutyötä', 'brittitiedustelun', 'Bletchley', 'Park', '-tukikohdassa', '.', 'Tämä', 'työ', 'saattoi', 'lyhentää', 'sotaa', 'Euroopassa', 'kahdesta', 'neljään', 'vuotta', '.[2', ']', 'Sodan', 'jälkeen', 'hän', 'suunnitteli', 'yhden', 'ensimmäisistä', 'ohjelmoitavista', 'digitaalisista', 'tietokoneista', 'ja', 'myös', 'rakensi', 'prototyypin', 'siitä', 'Manchesterin', 'yliopistossa', '.', 'Hän', 'esitti', 'merkittäviä', 'ja', 'luonteenomaisesti', 'provosoivia', 'mielipiteitä', 'keskustelussa', 'koneiden', 'ajattelukyvystä', 'ja', 'kehitti', 'Turingin', 'testin', '.']",-3
finnish,"['Kuinka', 'pitkä', 'Jäämerentie', 'on', '?']",['Jäämerentie'],"['\n', 'Jäämerentie', 'on', 'Rovaniemen', 'ja', 'Petsamonvuonon', 'länsirannalla', 'sijainneen', 'Liinahamarin', 'sataman', 'yhdistänyt', ',', 'vuonna', '1931', 'kokonaisuudessaan', 'valmistunut', 'maantie', '.', 'Jäämerentie', 'oli', 'valmistuessaan', '531', 'kilometriä', 'pitkä', 'ja', 'viisi', 'metriä', 'leveä', '.']",-3
